81,,,"Sorcerers are arcane spellcasters who manipulate magic energy with imagination and talent rather than studious discipline. They have no books, no mentors, no theories - just raw power that they direct at will. Sorcerers know fewer spells than wizards do and acquire them more slowly, but they can cast individual spells more often and have no need to prepare their incantations ahead of time. Also unlike wizards, sorcerers cannot specialize in a school of magic. Since sorcerers gain their powers without undergoing the years of rigorous study that wizards go through, they have more time to learn fighting skills and are proficient with simple weapons.

WARNING: To cast a spell, a sorcerer must have a Charisma score of 10 + the spell's level. For example, to cast a 9th-level spell, a sorcerer must have a Charisma of 19.

- Hit Die: d4.
- Proficiencies: All simple weapons. Sorcerers are not proficient with armor or shields.
- Skill Points (*4 at 1st level): 2 + Intelligence Modifier.
- Spellcasting: Arcane (Charisma-based, no spell preparation, spell failure from armor is a factor)."
82,,,"Wizards are arcane spellcasters who depend on intensive study to create their magic. To wizards, magic is not a talent but a difficult, rewarding art. When they are prepared for battle, wizards can use their spells to devastating effect. When caught by surprise, they are vulnerable. The wizard's strength is her spells; everything else is secondary. She learns new spells as she experiments and grows in experience, and she can also learn them from other wizards. In addition, over time a wizard learns to manipulate her spells so they go farther, work better, or are improved in some other way. A wizard can call a familiar: a small, magical, creature that serves her.

WARNING: To cast a spell, a wizard must have a Intelligence score of 10 + the spell's level. For example, to cast a 9th-level spell, a wizard must have a Intelligence of 19.

- Hit Die: d4.
- Proficiencies: Proficient with wizard weapons. Wizards are not proficient with armor or shields.
- Skill Points (*4 at 1st level): 2 + Int Modifier.
- Spellcasting: Arcane (Intelligence-based, spell preparation is required, spell failure from armor is a factor); wizards begin the game knowing all cantrips and four 1st-level spells."
84,,,"Caster Level(s): Druid 3 
Innate Level: 3
School: Evocation
Descriptor(s): Electricity
Component(s): Verbal, Somatic
Range: Long
Area of Effect / Target: Large
Duration: Instant
Additional Counter Spells: 
Save: Reflex 1/2
Spell Resistance: Yes

All enemies within the area of effect take 1d6 points of electrical damage per caster level, to a maximum of 10d6. If the weather is foul, all enemies take 1d10 points of electrical damage per caster level, to a maximum of 10d10."
86,,,"<c001></c>Ethnicity/Subrace: Ffolk"
87,,,"Feat Type: Lineage
Requirements: None
Specifics: These humans are descended from Tethyrians who migrated from the Western Heartlands to the Moonshae Isles. They are generally hostile to the Illuskans who are seen as invaders to the Moonshae Isles, though, most of the Ffolk speak Illuskan and use the Thorass script. More so than many other cultural groups, the Ffolk are governed by a strong druidical tradition that permeates their society. Due to their Tethyrian heritage, the ffolk tend to have darker skin and hair when compared to Illuskans or Chondathans."
88,,,"<c001></c>Ethnicity/Subrace: Chultan"
89,,,"Feat Type: Lineage
Requirements: None
Specifics: The jungles of Chult are a harsh and unforgiving land that forged together the many disparate tribes of the peninsula into one single culture more than a millennia ago. Most Chultans distrust power and wealth, believing that things that they cannot take with them are ultimately worthless. It is rare to see a Chultan separated from their clan. Chultans are tall and ebony-skinned."
90,,,"<c001></c>Ethnicity/Subrace: Imaskari"
91,,,"Feat Type: Lineage
Requirements: None
Specifics: Before the rise of the Mulan in the great deserts, the Imaskari ruled in a great empire rumored to stretch across the east. But that is all that remains of the Imaskari - rumors and what little of their culture has been preserved by the Mulan."
92,,,"<c001></c>Ethnicity/Subrace: Maztican"
93,,,"Feat Type: Lineage
Requirements: None
Specifics: After the Helmite conquest in Maztica, many people of the differing tribes lumped together by the Easterners began to immigrate to the old world and see what wonders lied across the Trackless Sea. Truely a people displaced, Mazticans are unfamiliar with the customs of the Tethyrians or the Chondathans. Rumors of Helmite abuse and exploitation in Maztica are common, much more common than the sight of a simple Maztican."
94,,,"<c001></c>Ethnicity/Subrace: Netherese"
96,,,"<c001></c>Ethnicity/Subrace: Shaaran"
97,,,"Feat Type: Lineage
Requirements: None
Specifics: The Shaarans are the group of humans native to the steepes of the Shaar region. A simple, nomadic culture based on clan loyalty, they were once considered part of the Shoon Imperium before the ancient empire allowed them to rebel in the fifth century. Shaarans are long-faced with a yellow-tanned skin. They speak Shaaran and most do not read or write."
98,,,"<c001></c>Ethnicity/Subrace: Shou"
99,,,"Feat Type: Lineage
Requirements: None
Specifics: Little is known of the Shou - and in western Faerun it is assumed that they are the only racial group of the far-distant Kara-Tur. It is rare to see a Shou outside of the far east. Shou have a bronzed-yellow skin tones and typically have black hair with broad, flat features."
100,,,"<c001></c>Ethnicity/Subrace: Deep Gnome"
101,,,"Feat Type: Lineage
Requirements: Gnome
ECL: +3
Specifics: The Deep Gnomes are often counted among the evil creatures within the Underdark, however they are no more evil than any other rock gnome common on the surface. Centuries of dealing with the threats and poor conditions of the Underdarked have made them extremely distrustful of outsiders and make their appearance outside of their small communities exceptionally rare."
102,,,"<c001></c>Ethnicity/Subrace: Forest Gnome"
103,,,"Feat Type: Lineage
Requirements: Gnome
ECL: +0
Specifics: Forest gnomes are exceptionally shy in comparison to the well-known Rock Gnomes. Often times, Forest Gnomes can live side by side with civilizations without ever being discovered or uncovered. Forest gnomes have a great love for nature and are extremely private, prefering to be left alone whenever possible."
104,,,"<c001></c>Ethnicity/Subrace: Rock Gnome"
105,,,"Feat Type: Lineage
Requirements: Gnome
ECL: +0
Specifics: Rock gnomes are the gnomes that most people are familiar with. When someone refers to a ""gnome"", they are almost certainly refering to a Rock Gnome. Unlike their cousins, Rock Gnomes are found across Faerun and integrate well into the rolling countryside towns found across Tethyr and the Heartlands. Most rock gnomes are friendly and fond of jokes or pranks and find work as technicians, alchemists, and inventors when not found as exceptional Illusionist Wizards."
106,,,"<c001></c>Ethnicity/Subrace: Ghostwise Halfling"
107,,,"Feat Type: Lineage
Requirements: Halfling
ECL: +0
Specifics: The ghostwise are some of the most uncommon halflings one might encounter in Faerun. Most make their home in the Chondalwood and prefer to pursue a nomadic lifestyle in the forests. Clan loyalty is of the outmost importance to a Ghostwise Halfling, and the most likely reason for seeing a Ghostwise halfling outside of the Chondalwood is expulsion and exile."
108,,,"<c001></c>Ethnicity/Subrace: Lightfoot Halfling"
109,,,"Feat Type: Lineage
Requirements: Halfling
ECL: +0
Specifics: Most of the halflings encountered in Faerun are the Lightfoot halflings. They are the most numerous and widely traveled group across Faerun. Their behavior is highly varied, and adaptable to whatever society they find themselves in. No lightfoot can be compared with another, because of these widely diverse view points about the world, leadingto a roaming lifestyle where entire families may decide to simply leave on a whim when their minds change."
110,,,"<c001></c>Ethnicity/Subrace: Strongheart Halfling"
111,,,"Feat Type: Lineage
Requirements: Halfling
ECL: +0
Specifics: The Strongheart halflings are the clans that decided to remain in their homeland of Luiren. Most Stronghearts will form communities but maintain and nomadic lifestyle within these communities. It is not uncommon for a Strongheart halfling to travel between communities to satisfy some form of wanderlust."
112,,,"<c001></c>Ethnicity/Subrace: Fey'ri"
113,,,"Feat Type: Lineage
Requirements: Elf
ECL: +2
Specifics: The result of four noble Sun Elf houses breeding with demons in an attempt to strengthen the Dlardrageth bloodline, the Fey'ri are type of planetouched that breeds only amongst themselves. Once a prominent Elven House in Cormanthyr, the Fey'ri have been involved in various schemes and remain reviled throughout the realms since those times."
118,,,"Verraketh's Shadow Crown"
119,,,"Caster Level(s): Bard 3 
Innate Level: 3
School: Enchantment
Descriptor(s): Charm
Component(s): Verbal
Range: Self
Area of Effect / Target: Caster
Duration: 1 Round / Level
Additional Counter Spells: 
Spell Resistance: Yes

The top of your head is crowned in magical shadow. For the duration of the spell, your bardic music abilities tap the Shadow Weave instead of the Weave. You receive a +4 competence bonus on Perform checks while under the effects of this spell. The effects of this spell do not stack with the Shadow Weave Magic feat."
122,,,"<c002></c>Background: Eldreth Veluuthra"
123,,,"Feat Type: Lineage
Specifics: You believe that elves are the superior race, and that they have a right as well as a duty to reclaim the Wealdath forest. You are angered or disgusted by the very existence of half elves and will strive to drive these abominations out of the unspoiled woods that remain."
124,,,"<c002></c>Background: Elmanesse Tribe"
125,,,"Feat Type: Lineage
Specifics: You are a member of one of the last tribes of wild Green Elves, also known as Sy'Tel'Quessir. Some members of the Elmanesse have settled in Tethyr after they departed from Myth Drannor, and the Elmanesse are the most accepting of elven outsiders who might try to make a life in the Wealdath. They have even been known to accept half elves into their way of life."
126,,,"<c002></c>Background: Suldusk Tribe"
127,,,"Feat Type: Lineage
Specifics: You are a member of the reclusive elven tribe of wild Copper Elves, who are also referred to as Sy'Tel'Quessir. Named for the Sulduskoon River in the southern Wealdath, these elves reject arcane magic in any form and the only divine power they trust comes from the druidic circle. Isolated as they are, the Suldusk elves take a dim view of those who would settle the Wealdath by changing it."
128,,,"<c002></c>Background: Duke's Warband"
129,,,"Feat Type: Lineage
Specifics: You are recognized in the duchy of Noromath as a lower ranking member of Duke Allain Kevanarial's warband. Instead of occupying a castle, the elven duke prefers to range through the woods of northern Tethyr, coordinating information and resources between several allied groups such as the Tethyrian Army, the Druidic Circle, and the elves of the Wealdath."
130,,,"<c002></c>Background: Calishite Slave"
131,,,"Feat Type: Lineage
Specifics: You may have a talent for story telling or entertainment, or have exotic looks that are considered a commodity. Either way, your talents are favored by Calishite nobles who brag to each other about how much you were bought and paid for. Escaping from Calimshan into Tethyr means that you can no longer be enslaved, and so there was no other path to take."
132,,,"<c002></c>Background: Seldarine Priest"
133,,,"Feat Type: Lineage
Specifics: You are versed in the stories and folklore of the Elven people. Dedicated to the whimsical and aloof gods of the Elven Pantheon, you are tasked with caring for the spiritual needs of your people, and representing your gods to those who wonder about the deities of the Wealdath. You must preserve the culture of the Elves, because otherwise their beliefs could fade into obscurity."
134,,,"<c002></c>Background: High Mage"
135,,,"Feat Type: Lineage
Specifics: You have studied the ancient secrets of Elven High Magic and Mythals. Although the complete formulas for Mythal creation are poorly understood in the current day and age, you received your training from aging elves to understand these essential secrets before they are lost forever."
136,,,"<c002></c>Background: Underdark Exile"
137,,,"Feat Type: Lineage
Specifics: You were rejected from the society of the Underdark at one point in your past. You may bear a mark signifying this to others, or your escape might be more or less unknown to the cruel races that exiled you."
138,,,"<c002></c>Background: Thunder Twin"
139,,,"Feat Type: Lineage
Specifics: The Thunder Blessing or ""Thundering"" took place in the Year of Thunder in the year 1306 DR, after Moradin called a council of the dwarven gods to find a way to increase the number of dwarves. All dwarven souls born in that year were split and placed in two bodies, so Thunder Twins share the same spirit between two individuals."
140,,,"<c002></c>Background: Heir to the Throne"
141,,,"Feat Type: Lineage
Specifics: You were raised on tales of your ancestors and their heroism and bravery. You were nourished by the story that you were born to be a king and lead your people back to the former glory of Shanatar. The Wyrmskull Throne is said to belong to you and no one else, and you have never doubted this birth right."
142,,,"<c002></c>Background: Mordinsamman Priest"
143,,,"Feat Type: Lineage
Specifics: You are the keeper of the dwarven pantheon of gods, and a last vestige of dwarven stories and folklore. You must be a champion for the place of dwarves in the world, which has been diminishing for generations. Although your gods are fading, they live within your feet that hammer the stone, your hands that mend dwarven bones, and your steel that cleaves the enemies of all dwarves."
144,,,"<c002></c>Background: Wary Swordknight"
145,,,"Feat Type: Lineage
Specifics: Wary Swordknights earned their place in Tethyr by protecting the people during the long civil war. These are halfing paladins within the ranks of Arvoreen's Marchers and their knighthood is assumed to carry all the merits afforded to their human counterparts. Commoners typically respond to these diminutive champions of Tethyr as if they were celebrities."
149,,,"Undeath After Death"
150,,,"Caster Level(s): Cleric 7
Innate Level: 7
School: Necromancy
Descriptor(s): Evil
Component(s): Verbal, Somatic, Material
Range: Touch
Area of Effect / Target: Willing Creature Touched
Duration: Permanent
Spell Resistance: No

You tear a piece of a creature's life force from them, corrupt it with negative energy and the power of undeath, then bind it to its body to allow a blasphemous transformation should the creature later die. The subject of this spell loses 2 points of Constitution. When the subject dies, the corrupted life force warps their body and cause it to animate into an undead form. If the spell is dispelled before the subject dies, it does not regain its lost constitution points.

Material Components: Focus - A piece of Obsidian. Material - A black Onyx gem."
151,,,"Protection From Arrows"
152,,,"Caster Level(s): Sorc/Wizard 2
Innate Level: 2
School: Abjuration
Component(s): Verbal, Somatic, Focus
Range: Touch
Area of Effect / Target: Creature Touched
Duration: 1 Hour / Level
Spell Resistance: Yes

The warded creature gains resistance to ranged weapons. The subject gains damage reduction 10/magic against ranged weapons. Once this spell has prevented a total of 10 damage points per caster level (Maximum 100 points), it is discharged.

Focus: A piece of shell from a tortoise or turtle."
154,,,"Weapon Focus (Sai)"
155,,,"Weapon Specialization (Sai)"
156,,,"Improved Critical (Sai)"
157,,,"Devastating Critical (Sai)"
158,,,"Epic Weapon Focus (Sai)"
159,,,"Epic Weapon Specialization (Sai)"
160,,,"Overwhelming Critical (Sai)"
161,,,"Weapon of Choice (Sai)"
162,,,"Weapon Focus (Nunchaku)"
163,,,"Weapon Specialization (Nunchaku)"
164,,,"Improved Critical (Nunchaku)"
165,,,"Devastating Critical (Nunchaku)"
166,,,"Epic Weapon Focus (Nunchaku)"
167,,,"Epic Weapon Specialization (Nunchaku)"
168,,,"Overwhelming Critical (Nunchaku)"
169,,,"Weapon of Choice (Nunchaku)"
170,,,"Weapon Focus (Falchion)"
171,,,"Weapon Specialization (Falchion)"
172,,,"Improved Critical (Falchion)"
173,,,"Devastating Critical (Falchion)"
174,,,"Epic Weapon Focus (Falchion)"
175,,,"Epic Weapon Specialization (Falchion)"
176,,,"Overwhelming Critical (Falchion)"
177,,,"Weapon of Choice (Falchion)"
178,,,"Weapon Focus (Sap)"
179,,,"Weapon Specialization (Sap)"
180,,,"Improved Critical (Sap)"
181,,,"Devastating Critical (Sap)"
182,,,"Epic Weapon Focus (Sap)"
183,,,"Epic Weapon Specialization (Sap)"
184,,,"Overwhelming Critical (Sap)"
185,,,"Weapon of Choice (Sap)"
186,,,"Weapon Focus (Katar)"
187,,,"Weapon Specialization (Katar)"
188,,,"Improved Critical (Katar)"
189,,,"Devastating Critical (Katar)"
190,,,"Epic Weapon Focus (Katar)"
191,,,"Epic Weapon Specialization (Katar)"
192,,,"Overwhelming Critical (Katar)"
193,,,"Weapon of Choice (Katar)"
194,,,"Weapon Focus (Maul)"
195,,,"Weapon Specialization (Maul)"
196,,,"Improved Critical (Maul)"
197,,,"Devastating Critical (Maul)"
198,,,"Epic Weapon Focus (Maul)"
199,,,"Epic Weapon Specialization (Maul)"
200,,,"Overwhelming Critical (Maul)"
201,,,"Weapon of Choice (Maul)"
202,,,"Weapon Focus (Chakram)"
203,,,"Weapon Specialization (Chakram)"
204,,,"Improved Critical (Chakram)"
205,,,"Devastating Critical (Chakram)"
206,,,"Epic Weapon Focus (Chakram)"
207,,,"Epic Weapon Specialization (Chakram)"
208,,,"Overwhelming Critical (Chakram)"
209,,,"Weapon of Choice (Chakram)"
214,,,"Cold Fire"
215,,,"A lich ability."
216,,,"Fear Aura"
217,,,"A lich ability."
218,,,"Grasp of Death"
219,,,"A lich ability."
220,,,"Paralyzing Touch"
221,,,"A lich ability."
224,,,"Aganazzar's Scorcher"
226,,,"Alter Reality"
228,,,"Aspect of the Deity, Lesser"
230,,,"Atonement"
232,,,"Blood of the Martyr"
234,,,"Bulls Strength, Mass"
236,,,"Cat's Grace, Mass"
238,,,"Eagle's Splendor, Mass"
240,,,"Endurance, Mass"
242,,,"Fox's Cunning, Mass"
244,,,"Owl's Wisdom, Mass"
246,,,"Call Phenoix"
248,,,"Chill Touch"
250,,,"Chromatic Orb"
252,,,"Clone"
254,,,"Command Undead"
256,,,"Comprehend Languages"
258,,,"Corrosive Grasp"
260,,,"Crushing Despair"
262,,,"Daylight"
264,,,"Deep Slumber"
266,,,"Disintegrate"
268,,,"Disrupt Undead"
270,,,"Divine Sacrifice"
272,,,"Dread Blast"
274,,,"Explosive Runes"
276,,,"Fabricate"
278,,,"False Life"
280,,,"Fire Trap"
282,,,"Fleshshiver"
284,,,"Glassteel"
286,,,"Glibness"
288,,,"Good Hope"
290,,,"Gray Mantle"
292,,,"Halt Undead"
294,,,"Hypnotic Pattern"
296,,,"Bear's Endurance"
298,,,"Longstrider"
299,,,"Level:Drd 1, Rgr 1, Travel 1
Components:V, S, M
Casting Time:1 standard action
Range:Personal
Target:You
Duration:1 hour/level (D)

This spell increases your base land speed by 10 feet. (This adjustment counts as an enhancement bonus, adding 1 point of AC to Dodge Bonus) It has no effect on other modes of movement, such as burrow, climb, fly, or swim. "
300,,,"Nondetection"
301,,,"Level:Rgr 4, Sor/Wiz 3
Components:V, S, M
Casting Time:1 standard action
Range:Touch
Target:Creature or object touched
Duration:1 hour/level
Saving Throw:Will negates (harmless, object)
Spell Resistance:Yes (harmless, object)
The warded creature or object becomes difficult to detect by divination spells such as clairaudience/clairvoyance, locate object, and detect spells. Nondetection also prevents location by such magic items as crystal balls. If a divination is attempted against the warded creature or item, the caster of the divination must succeed on a caster level check (1d20 + caster level) against a DC of 11 + the caster level of the spellcaster who cast nondetection. If you cast nondetection on yourself or on an item currently in your possession, the DC is 15 + your caster level. 
If cast on a creature, nondetection wards the creature’s gear as well as the creature itself. 
Material Component
A pinch of diamond dust worth 50 gp. "
302,,,"Rusting Grasp"
303,,,"Level:Drd 4
Components:V, S, DF
Casting Time:1 standard action
Range:Touch
Target:One nonmagical ferrous object (or the volume of the object within 3 ft. of the touched point) or one ferrous creature
Duration:See text
Saving Throw:None
Spell Resistance:No
Any iron or iron alloy item you touch becomes instantaneously rusted, pitted, and worthless, effectively destroyed. If the item is so large that it cannot fit within a 3-foot radius a 3-foot-radius volume of the metal is rusted and destroyed. Magic items made of metal are immune to this spell. 
You may employ rusting grasp in combat with a successful melee touch attack. Rusting grasp used in this way instantaneously destroys 1d6 points of Armor Class gained from metal armor (to the maximum amount of protection the armor offered) through corrosion. 
Weapons in use by an opponent targeted by the spell are more difficult to grasp. You must succeed on a melee touch attack against the weapon. A metal weapon that is hit is destroyed. 
Note: Striking at an opponent’s weapon provokes an attack of opportunity. Also, you must touch the weapon and not the other way around. 
Against a ferrous creature, rusting grasp instantaneously deals 3d6 points of damage +1 per caster level (maximum +15) per successful attack. The spell lasts for 1 round per level, and you can make one melee touch attack per round. "
304,,,"Word of Recall"
